Name,Type,Adr [Hex],Size [B],Region
USIC1_1_IRQHandler_Veneer,FUNC,0x080006E7,8.0,FLASH 1 (cached)
DSD0_0_IRQHandler_Veneer,FUNC,0x080004D5,8.0,FLASH 1 (cached)
CCU43_0_IRQHandler_Veneer,FUNC,0x080005B1,8.0,FLASH 1 (cached)
CCU81_2_IRQHandler_Veneer,FUNC,0x08000615,8.0,FLASH 1 (cached)
CCU42_2_IRQHandler_Veneer,FUNC,0x0800059D,8.0,FLASH 1 (cached)
PMU0_0_IRQHandler_Veneer,FUNC,0x08000403,8.0,FLASH 1 (cached)
CAN1_Event_Interrupt_Conf,OBJECT,0x2000A388,8.0,DSRAM 1 (system)
VADC0_C0_3_IRQHandler_Ven,FUNC,0x0800042B,8.0,FLASH 1 (cached)
VADC0_G3_1_IRQHandler_Ven,FUNC,0x080004B7,8.0,FLASH 1 (cached)
USIC2_5_IRQHandler_Veneer,FUNC,0x0800074B,8.0,FLASH 1 (cached)
ERU1_0_IRQHandler_Veneer,FUNC,0x080003DB,8.0,FLASH 1 (cached)
VADC0_G1_1_IRQHandler_Ven,FUNC,0x08000467,8.0,FLASH 1 (cached)
VADC0_G0_0_IRQHandler_Ven,FUNC,0x08000435,8.0,FLASH 1 (cached)
CCU43_1_IRQHandler_Veneer,FUNC,0x080005BB,8.0,FLASH 1 (cached)
_ZN8LedTask_17xsvTaskEntr,FUNC,0x0800B411,8.0,FLASH 1 (cached)
DSD0_4_IRQHandler_Veneer,FUNC,0x080004FD,8.0,FLASH 1 (cached)
CCU42_0_IRQHandler_Veneer,FUNC,0x08000589,8.0,FLASH 1 (cached)
CCU80_3_IRQHandler_Veneer,FUNC,0x080005F7,8.0,FLASH 1 (cached)
CCU81_0_IRQHandler_Veneer,FUNC,0x08000601,8.0,FLASH 1 (cached)
POSIF0_0_IRQHandler_Venee,FUNC,0x08000629,8.0,FLASH 1 (cached)
CCU40_1_IRQHandler_Veneer,FUNC,0x08000543,8.0,FLASH 1 (cached)
VADC0_G0_3_IRQHandler_Ven,FUNC,0x08000453,8.0,FLASH 1 (cached)
USIC0_1_IRQHandler_Veneer,FUNC,0x080006AB,8.0,FLASH 1 (cached)
CCU81_3_IRQHandler_Veneer,FUNC,0x0800061F,8.0,FLASH 1 (cached)
VADC0_G0_2_IRQHandler_Ven,FUNC,0x08000449,8.0,FLASH 1 (cached)
USIC2_1_IRQHandler_Veneer,FUNC,0x08000723,8.0,FLASH 1 (cached)
VADC0_G1_3_IRQHandler_Ven,FUNC,0x0800047B,8.0,FLASH 1 (cached)
USIC1_4_IRQHandler_Veneer,FUNC,0x08000705,8.0,FLASH 1 (cached)
USIC0_3_IRQHandler_Veneer,FUNC,0x080006BF,8.0,FLASH 1 (cached)
USIC0_5_IRQHandler_Veneer,FUNC,0x080006D3,8.0,FLASH 1 (cached)
USIC2_2_IRQHandler_Veneer,FUNC,0x0800072D,8.0,FLASH 1 (cached)
USIC1_5_IRQHandler_Veneer,FUNC,0x0800070F,8.0,FLASH 1 (cached)
CCU43_2_IRQHandler_Veneer,FUNC,0x080005C5,8.0,FLASH 1 (cached)
VADC0_C0_1_IRQHandler_Ven,FUNC,0x08000417,8.0,FLASH 1 (cached)
VADC0_C0_0_IRQHandler_Ven,FUNC,0x0800040D,8.0,FLASH 1 (cached)
USIC1_2_IRQHandler_Veneer,FUNC,0x080006F1,8.0,FLASH 1 (cached)
CCU40_0_IRQHandler_Veneer,FUNC,0x08000539,8.0,FLASH 1 (cached)
POSIF1_0_IRQHandler_Venee,FUNC,0x0800063D,8.0,FLASH 1 (cached)
CCU41_1_IRQHandler_Veneer,FUNC,0x0800056B,8.0,FLASH 1 (cached)
USIC1_3_IRQHandler_Veneer,FUNC,0x080006FB,8.0,FLASH 1 (cached)
ERU1_2_IRQHandler_Veneer,FUNC,0x080003EF,8.0,FLASH 1 (cached)
ETH0_0_IRQHandler_Veneer,FUNC,0x08000787,8.0,FLASH 1 (cached)
CCU42_1_IRQHandler_Veneer,FUNC,0x08000593,8.0,FLASH 1 (cached)
VADC0_G3_3_IRQHandler_Ven,FUNC,0x080004CB,8.0,FLASH 1 (cached)
CAN0_5_IRQHandler_Veneer,FUNC,0x08000683,8.0,FLASH 1 (cached)
DSD0_7_IRQHandler_Veneer,FUNC,0x0800051B,8.0,FLASH 1 (cached)
DSD0_6_IRQHandler_Veneer,FUNC,0x08000511,8.0,FLASH 1 (cached)
CAN0_6_IRQHandler_Veneer,FUNC,0x0800068D,8.0,FLASH 1 (cached)
GPDMA1_0_IRQHandler_Venee,FUNC,0x08000791,8.0,FLASH 1 (cached)
GPDMA0_0_IRQHandler_Venee,FUNC,0x08000769,8.0,FLASH 1 (cached)
CAN_Global,OBJECT,0x2000A30C,8.0,DSRAM 1 (system)
CCU41_3_IRQHandler_Veneer,FUNC,0x0800057F,8.0,FLASH 1 (cached)
USIC0_0_IRQHandler_Veneer,FUNC,0x080006A1,8.0,FLASH 1 (cached)
CAN0_4_IRQHandler_Veneer,FUNC,0x08000679,8.0,FLASH 1 (cached)
VADC0_G0_1_IRQHandler_Ven,FUNC,0x0800043F,8.0,FLASH 1 (cached)
DSD0_5_IRQHandler_Veneer,FUNC,0x08000507,8.0,FLASH 1 (cached)
CAN2_MO_Interrupt_Configu,OBJECT,0x2000A318,8.0,DSRAM 1 (system)
CAN0_1_IRQHandler_Veneer,FUNC,0x0800065B,8.0,FLASH 1 (cached)
VADC0_G2_3_IRQHandler_Ven,FUNC,0x080004A3,8.0,FLASH 1 (cached)
DSD0_3_IRQHandler_Veneer,FUNC,0x080004F3,8.0,FLASH 1 (cached)
CAN0_7_IRQHandler_Veneer,FUNC,0x08000697,8.0,FLASH 1 (cached)
CAN1_Interrupt_Configurat,OBJECT,0x2000A3F8,8.0,DSRAM 1 (system)
DAC0_1_IRQHandler_Veneer,FUNC,0x0800052F,8.0,FLASH 1 (cached)
VADC0_G2_0_IRQHandler_Ven,FUNC,0x08000485,8.0,FLASH 1 (cached)
POSIF1_1_IRQHandler_Venee,FUNC,0x08000647,8.0,FLASH 1 (cached)
VADC0_G1_2_IRQHandler_Ven,FUNC,0x08000471,8.0,FLASH 1 (cached)
CAN1_MO_Interrupt_Configu,OBJECT,0x2000A3F0,8.0,DSRAM 1 (system)
ERU1_3_IRQHandler_Veneer,FUNC,0x080003F9,8.0,FLASH 1 (cached)
VADC0_G3_2_IRQHandler_Ven,FUNC,0x080004C1,8.0,FLASH 1 (cached)
CAN2_Event_Interrupt_Conf,OBJECT,0x2000A428,8.0,DSRAM 1 (system)
USIC2_0_IRQHandler_Veneer,FUNC,0x08000719,8.0,FLASH 1 (cached)
VADC0_G2_1_IRQHandler_Ven,FUNC,0x0800048F,8.0,FLASH 1 (cached)
CAN0_0_IRQHandler_Veneer,FUNC,0x08000651,8.0,FLASH 1 (cached)
USIC2_3_IRQHandler_Veneer,FUNC,0x08000737,8.0,FLASH 1 (cached)
_ZZ4mainE12ucMACAddress,OBJECT,0x2000A478,6.0,DSRAM 1 (system)
vLoggingPrintf,FUNC,0x0800B9B9,6.0,FLASH 1 (cached)
AllowPLLInitByStartup,FUNC,0x08000799,6.0,FLASH 1 (cached)
xBroadcastMACAddress,OBJECT,0x0800C3CC,6.0,FLASH 1 (cached)
vListInitialiseItem,FUNC,0x080021C5,6.0,FLASH 1 (cached)
heap_ptr.4335,OBJECT,0x20000800,4.0,DSRAM 1 (system)
xNumOfOverflows,OBJECT,0x20000804,4.0,DSRAM 1 (system)
pxDelayedTaskList,OBJECT,0x20000808,4.0,DSRAM 1 (system)
xSchedulerRunning,OBJECT,0x2000080C,4.0,DSRAM 1 (system)
xPendedTicks,OBJECT,0x20000838,4.0,DSRAM 1 (system)
uxSchedulerSuspended,OBJECT,0x20000904,4.0,DSRAM 1 (system)
xIdleTaskHandle,OBJECT,0x20000920,4.0,DSRAM 1 (system)
xTickCount,OBJECT,0x20000924,4.0,DSRAM 1 (system)
xNextTaskUnblockTime,OBJECT,0x20000928,4.0,DSRAM 1 (system)
uxTaskNumber,OBJECT,0x20000940,4.0,DSRAM 1 (system)
uxDeletedTasksWaitingClea,OBJECT,0x20000958,4.0,DSRAM 1 (system)
pxOverflowDelayedTaskList,OBJECT,0x2000095C,4.0,DSRAM 1 (system)
uxCurrentNumberOfTasks,OBJECT,0x20000960,4.0,DSRAM 1 (system)
uxTopReadyPriority,OBJECT,0x20000964,4.0,DSRAM 1 (system)
xYieldPending,OBJECT,0x20000968,4.0,DSRAM 1 (system)
pxCurrentTimerList,OBJECT,0x2000096C,4.0,DSRAM 1 (system)
xLastTime.5379,OBJECT,0x20000998,4.0,DSRAM 1 (system)
xTimerQueue,OBJECT,0x2000099C,4.0,DSRAM 1 (system)
pxOverflowTimerList,OBJECT,0x200009A0,4.0,DSRAM 1 (system)
xTimerTaskHandle,OBJECT,0x200009A4,4.0,DSRAM 1 (system)
ulMaxPRIGROUPValue,OBJECT,0x200009AC,4.0,DSRAM 1 (system)
uxCriticalNesting,OBJECT,0x20009EF4,4.0,DSRAM 1 (system)
xNumberOfSuccessfulAlloca,OBJECT,0x200009B0,4.0,DSRAM 1 (system)
xFreeBytesRemaining,OBJECT,0x200009B4,4.0,DSRAM 1 (system)
pxEnd,OBJECT,0x200009B8,4.0,DSRAM 1 (system)
xNumberOfSuccessfulFrees,OBJECT,0x200009C4,4.0,DSRAM 1 (system)
xBlockAllocatedBit,OBJECT,0x200091C8,4.0,DSRAM 1 (system)
xMinimumEverFreeBytesRema,OBJECT,0x200091CC,4.0,DSRAM 1 (system)
xLastGratuitousARPTime,OBJECT,0x200091D0,4.0,DSRAM 1 (system)
xNetworkUp,OBJECT,0x20009280,4.0,DSRAM 1 (system)
xIPTaskInitialised,OBJECT,0x200092AC,4.0,DSRAM 1 (system)
xNetworkDownEventPending,OBJECT,0x200092B0,4.0,DSRAM 1 (system)
xCallEventHook.6964,OBJECT,0x200092E0,4.0,DSRAM 1 (system)
xIPTaskHandle,OBJECT,0x200092E4,4.0,DSRAM 1 (system)
xProcessedTCPMessage,OBJECT,0x200092E8,4.0,DSRAM 1 (system)
xLastTime.7082,OBJECT,0x200092EC,4.0,DSRAM 1 (system)
xTCPSegments,OBJECT,0x200092F0,4.0,DSRAM 1 (system)
port_control_l.10021,OBJECT,0x0800C5CC,4.0,FLASH 1 (cached)
xEMACTaskHandle,OBJECT,0x20009308,4.0,DSRAM 1 (system)
xEthRxEventMutex,OBJECT,0x2000930C,4.0,DSRAM 1 (system)
status_l.10043,OBJECT,0x20009310,4.0,DSRAM 1 (system)
xEthTxEventMutex,OBJECT,0x20009314,4.0,DSRAM 1 (system)
xEthRxEventSemaphore,OBJECT,0x20009318,4.0,DSRAM 1 (system)
xNetworkBufferSemaphore,OBJECT,0x20009B8C,4.0,DSRAM 1 (system)
uxMinimumFreeNetworkBuffe,OBJECT,0x20009BA4,4.0,DSRAM 1 (system)
VADC_Callbacks,OBJECT,0x20009F7C,4.0,DSRAM 1 (system)
VADC_Group0_Scan_Control,OBJECT,0x20009BAC,4.0,DSRAM 1 (system)
CCU40_Channel1_Event0_Con,OBJECT,0x2000A11C,4.0,DSRAM 1 (system)
CCU80_Channel2_Control,OBJECT,0x20009BE8,4.0,DSRAM 1 (system)
CCU40_Channel1_Control,OBJECT,0x20009BF4,4.0,DSRAM 1 (system)
CCU80_Channel0_Event_Conf,OBJECT,0x2000A134,4.0,DSRAM 1 (system)
CCU80_Channel1_Control,OBJECT,0x20009C04,4.0,DSRAM 1 (system)
CCU40_Channel0_Control,OBJECT,0x20009C08,4.0,DSRAM 1 (system)
CCU40_Channel0_Event0_Con,OBJECT,0x2000A2F4,4.0,DSRAM 1 (system)
CCU40_Channel0_Event1_Con,OBJECT,0x2000A19C,4.0,DSRAM 1 (system)
CCU80_Channel0_Control,OBJECT,0x20009BF8,4.0,DSRAM 1 (system)
CCU42_Channel0_Event_Conf,OBJECT,0x2000A2E0,4.0,DSRAM 1 (system)
CCU40_Channel3_Event_Conf,OBJECT,0x2000A1C8,4.0,DSRAM 1 (system)
CCU80_Channel2_Event_Conf,OBJECT,0x2000A268,4.0,DSRAM 1 (system)
CCU40_Channel1_Event1_Con,OBJECT,0x2000A220,4.0,DSRAM 1 (system)
CCU42_Channel0_Control,OBJECT,0x20009C14,4.0,DSRAM 1 (system)
CCU40_Channel3_Control,OBJECT,0x20009C18,4.0,DSRAM 1 (system)
CAN_GlobalControl,OBJECT,0x20009C1C,4.0,DSRAM 1 (system)
_GLOBAL__sub_D_logger,FUNC,0x0800B4C1,4.0,FLASH 1 (cached)
_ZZ4mainE18ucDNSServerAdd,OBJECT,0x0800C940,4.0,FLASH 1 (cached)
_ZZ4mainE16ucGatewayAddre,OBJECT,0x0800C944,4.0,FLASH 1 (cached)
_ZZ4mainE11ucIPAddress,OBJECT,0x0800C96C,4.0,FLASH 1 (cached)
_ZZ4mainE9ucNetMask,OBJECT,0x0800C970,4.0,FLASH 1 (cached)
ulNextRand,OBJECT,0x20009E44,4.0,DSRAM 1 (system)
SPI2_Channel0_Callback,OBJECT,0x2000A110,4.0,DSRAM 1 (system)
CAN1_Node_Control,OBJECT,0x20009EE4,4.0,DSRAM 1 (system)
xBufferAllocFixedSize,OBJECT,0x0800C5E8,4.0,FLASH 1 (cached)
UART_Channel_0_Callbacks,OBJECT,0x2000A058,4.0,DSRAM 1 (system)
pxCurrentTCB,OBJECT,0x20000908,4.0,DSRAM 1 (system)
errno,OBJECT,0x20009EEC,4.0,DSRAM 1 (system)
CAN1_Node_Callback,OBJECT,0x2000A344,4.0,DSRAM 1 (system)
SystemCoreClock,OBJECT,0x20009EF0,4.0,DSRAM 1 (system)
CAN2_Node_Callback,OBJECT,0x2000A314,4.0,DSRAM 1 (system)
CCU4_Module2,OBJECT,0x2000A20C,4.0,DSRAM 1 (system)
CCU42_Channel0_Callback,OBJECT,0x20009C00,4.0,DSRAM 1 (system)
CCU40_Channel3_Callback,OBJECT,0x20009C0C,4.0,DSRAM 1 (system)
SystemInit_DAVE4,FUNC,0x080002F1,4.0,FLASH 1 (cached)
_ZN8Logger__D1Ev,FUNC,0x0800B419,4.0,FLASH 1 (cached)
CCU40_Channel1_Callback,OBJECT,0x20009BEC,4.0,DSRAM 1 (system)
XMC_CCU8_SLICE_SetTimerPe,FUNC,0x08001391,4.0,FLASH 1 (cached)
_ZN8Logger__D2Ev,FUNC,0x0800B419,4.0,FLASH 1 (cached)
CCU80_Channel0_Callback,OBJECT,0x20009C10,4.0,DSRAM 1 (system)
CAN2_Node_Control,OBJECT,0x20009EE8,4.0,DSRAM 1 (system)
UART_Channel_2_Callbacks,OBJECT,0x2000A068,4.0,DSRAM 1 (system)
CCU40_Channel0_Callback,OBJECT,0x20009BFC,4.0,DSRAM 1 (system)
_impure_ptr,OBJECT,0x2000A4E0,4.0,DSRAM 1 (system)
xNetworkEventQueue,OBJECT,0x20009268,4.0,DSRAM 1 (system)
CCU80_Channel2_Callback,OBJECT,0x20009BF0,4.0,DSRAM 1 (system)
VADC_BackgroundScan_Handl,OBJECT,0x20009F4C,4.0,DSRAM 1 (system)
__malloc_sbrk_start,OBJECT,0x20009E48,4.0,DSRAM 1 (system)
__malloc_free_list,OBJECT,0x20009E4C,4.0,DSRAM 1 (system)
CCU8_Module0,OBJECT,0x2000A2F8,4.0,DSRAM 1 (system)
CCU4_Module0,OBJECT,0x2000A25C,4.0,DSRAM 1 (system)
data_dummy.7903,OBJECT,0x2000A0A0,2.0,DSRAM 1 (system)
SPI2_Channel0_FifoConfigu,OBJECT,0x2000A0E8,2.0,DSRAM 1 (system)
VADC0_C0_3_IRQHandler,FUNC,0x08000429,2.0,FLASH 1 (cached)
DSD0_7_IRQHandler,FUNC,0x08000519,2.0,FLASH 1 (cached)
DebugMon_Handler,FUNC,0x08000379,2.0,FLASH 1 (cached)
VADC0_G2_0_IRQHandler,FUNC,0x08000483,2.0,FLASH 1 (cached)
USIC0_5_IRQHandler,FUNC,0x080006D1,2.0,FLASH 1 (cached)
POSIF0_0_IRQHandler,FUNC,0x08000627,2.0,FLASH 1 (cached)
POSIF1_0_IRQHandler,FUNC,0x0800063B,2.0,FLASH 1 (cached)
usPacketIdentifier,OBJECT,0x200092B4,2.0,DSRAM 1 (system)
VADC0_G1_1_IRQHandler,FUNC,0x08000465,2.0,FLASH 1 (cached)
NMI_Handler,FUNC,0x08000331,2.0,FLASH 1 (cached)
USIC1_3_IRQHandler,FUNC,0x080006F9,2.0,FLASH 1 (cached)
CCU40_2_IRQHandler,FUNC,0x0800054B,2.0,FLASH 1 (cached)
SCU_0_IRQHandler,FUNC,0x0800039D,2.0,FLASH 1 (cached)
ERU0_0_IRQHandler,FUNC,0x080003A9,2.0,FLASH 1 (cached)
_ZN8Logger__4endlERS_,FUNC,0x0800B301,2.0,FLASH 1 (cached)
CCU41_0_IRQHandler,FUNC,0x0800055F,2.0,FLASH 1 (cached)
USIC1_5_IRQHandler,FUNC,0x0800070D,2.0,FLASH 1 (cached)
DSD0_4_IRQHandler,FUNC,0x080004FB,2.0,FLASH 1 (cached)
SPI_callback_handler,FUNC,0x0800B991,2.0,FLASH 1 (cached)
CCU80_1_IRQHandler,FUNC,0x080005E1,2.0,FLASH 1 (cached)
CCU81_0_IRQHandler,FUNC,0x080005FF,2.0,FLASH 1 (cached)
USIC0_0_IRQHandler,FUNC,0x0800069F,2.0,FLASH 1 (cached)
vApplicationPingReplyHook,FUNC,0x08009125,2.0,FLASH 1 (cached)
POSIF1_1_IRQHandler,FUNC,0x08000645,2.0,FLASH 1 (cached)
ERU0_2_IRQHandler,FUNC,0x080003C1,2.0,FLASH 1 (cached)
CCU81_1_IRQHandler,FUNC,0x08000609,2.0,FLASH 1 (cached)
ERU1_1_IRQHandler,FUNC,0x080003E3,2.0,FLASH 1 (cached)
VADC0_G2_3_IRQHandler,FUNC,0x080004A1,2.0,FLASH 1 (cached)
VADC0_G2_2_IRQHandler,FUNC,0x08000497,2.0,FLASH 1 (cached)
CCU42_3_IRQHandler,FUNC,0x080005A5,2.0,FLASH 1 (cached)
_init,FUNC,0x08001F55,2.0,FLASH 1 (cached)
ERU0_3_IRQHandler,FUNC,0x080003CD,2.0,FLASH 1 (cached)
DSD0_5_IRQHandler,FUNC,0x08000505,2.0,FLASH 1 (cached)
CCU43_0_IRQHandler,FUNC,0x080005AF,2.0,FLASH 1 (cached)
VADC0_G0_1_IRQHandler,FUNC,0x0800043D,2.0,FLASH 1 (cached)
CCU81_2_IRQHandler,FUNC,0x08000613,2.0,FLASH 1 (cached)
SPI_Master_abort,FUNC,0x0800A23D,2.0,FLASH 1 (cached)
vApplicationMallocFailedH,FUNC,0x0800B999,2.0,FLASH 1 (cached)
USIC2_4_IRQHandler,FUNC,0x0800073F,2.0,FLASH 1 (cached)
CCU81_3_IRQHandler,FUNC,0x0800061D,2.0,FLASH 1 (cached)
CCU42_1_IRQHandler,FUNC,0x08000591,2.0,FLASH 1 (cached)
USIC1_1_IRQHandler,FUNC,0x08009CB1,2.0,FLASH 1 (cached)
USIC2_5_IRQHandler,FUNC,0x08000749,2.0,FLASH 1 (cached)
CAN0_0_IRQHandler,FUNC,0x0800064F,2.0,FLASH 1 (cached)
ERU1_0_IRQHandler,FUNC,0x080003D9,2.0,FLASH 1 (cached)
CCU42_2_IRQHandler,FUNC,0x0800059B,2.0,FLASH 1 (cached)
USIC1_4_IRQHandler,FUNC,0x08000703,2.0,FLASH 1 (cached)
ERU1_3_IRQHandler,FUNC,0x080003F7,2.0,FLASH 1 (cached)
USIC1_0_IRQHandler,FUNC,0x080006DB,2.0,FLASH 1 (cached)
POSIF0_1_IRQHandler,FUNC,0x08000631,2.0,FLASH 1 (cached)
VADC0_G0_0_IRQHandler,FUNC,0x08000433,2.0,FLASH 1 (cached)
DSD0_2_IRQHandler,FUNC,0x080004E7,2.0,FLASH 1 (cached)
CCU80_3_IRQHandler,FUNC,0x080005F5,2.0,FLASH 1 (cached)
CCU41_3_IRQHandler,FUNC,0x0800057D,2.0,FLASH 1 (cached)
VADC0_G1_3_IRQHandler,FUNC,0x08000479,2.0,FLASH 1 (cached)
VADC0_G0_3_IRQHandler,FUNC,0x08000451,2.0,FLASH 1 (cached)
vApplicationStackOverflow,FUNC,0x0800B995,2.0,FLASH 1 (cached)
GPDMA0_0_IRQHandler,FUNC,0x08000767,2.0,FLASH 1 (cached)
PMU0_0_IRQHandler,FUNC,0x08000401,2.0,FLASH 1 (cached)
DSD0_1_IRQHandler,FUNC,0x080004DD,2.0,FLASH 1 (cached)
CCU41_2_IRQHandler,FUNC,0x08000573,2.0,FLASH 1 (cached)
VADC0_C0_1_IRQHandler,FUNC,0x08000415,2.0,FLASH 1 (cached)
CCU43_2_IRQHandler,FUNC,0x080005C3,2.0,FLASH 1 (cached)
VADC0_G3_1_IRQHandler,FUNC,0x080004B5,2.0,FLASH 1 (cached)
DAC0_0_IRQHandler,FUNC,0x0800A651,2.0,FLASH 1 (cached)
VADC0_G3_3_IRQHandler,FUNC,0x080004C9,2.0,FLASH 1 (cached)
ERU1_2_IRQHandler,FUNC,0x080003ED,2.0,FLASH 1 (cached)
CCU41_1_IRQHandler,FUNC,0x08000569,2.0,FLASH 1 (cached)
DSD0_6_IRQHandler,FUNC,0x0800050F,2.0,FLASH 1 (cached)
CCU43_1_IRQHandler,FUNC,0x080005B9,2.0,FLASH 1 (cached)
VADC0_G1_2_IRQHandler,FUNC,0x0800046F,2.0,FLASH 1 (cached)
USIC2_3_IRQHandler,FUNC,0x08000735,2.0,FLASH 1 (cached)
VADC0_G0_2_IRQHandler,FUNC,0x08000447,2.0,FLASH 1 (cached)
VADC0_G2_1_IRQHandler,FUNC,0x0800048D,2.0,FLASH 1 (cached)
USIC0_3_IRQHandler,FUNC,0x080006BD,2.0,FLASH 1 (cached)
DSD0_0_IRQHandler,FUNC,0x080004D3,2.0,FLASH 1 (cached)
VADC0_C0_2_IRQHandler,FUNC,0x0800041F,2.0,FLASH 1 (cached)
FCE0_0_IRQHandler,FUNC,0x0800075D,2.0,FLASH 1 (cached)
VADC0_G1_0_IRQHandler,FUNC,0x0800045B,2.0,FLASH 1 (cached)
USB0_0_IRQHandler,FUNC,0x0800077B,2.0,FLASH 1 (cached)
VADC0_G3_2_IRQHandler,FUNC,0x080004BF,2.0,FLASH 1 (cached)
LEDTS0_0_IRQHandler,FUNC,0x08000753,2.0,FLASH 1 (cached)
USIC0_4_IRQHandler,FUNC,0x080006C7,2.0,FLASH 1 (cached)
CCU43_3_IRQHandler,FUNC,0x080005CD,2.0,FLASH 1 (cached)
ERU0_1_IRQHandler,FUNC,0x080003B5,2.0,FLASH 1 (cached)
VADC0_G3_0_IRQHandler,FUNC,0x080004AB,2.0,FLASH 1 (cached)
DSD0_3_IRQHandler,FUNC,0x080004F1,2.0,FLASH 1 (cached)
SDMMC0_0_IRQHandler,FUNC,0x08000771,2.0,FLASH 1 (cached)
CAN0_1_IRQHandler,FUNC,0x08000659,2.0,FLASH 1 (cached)
DAC0_1_IRQHandler,FUNC,0x0800052D,2.0,FLASH 1 (cached)
GPDMA1_0_IRQHandler,FUNC,0x0800078F,2.0,FLASH 1 (cached)
ucMaxSysCallPriority,OBJECT,0x200009A8,1.0,DSRAM 1 (system)
xcount.8622,OBJECT,0x20009BA8,1.0,DSRAM 1 (system)
